Commune;Code département;DMAJ;INSEE;Région;Département;Commune 1;Appellation courante;Adresse 1;Siècle;Date de protection;Précision protection;Auteur;Statut;Description;Historique;Affectataire;Adresse;Précision Localisation;Référence;Contact;Longitude;Latitude;coordonnees
Wissembourg;67;2022-03-28;67544;Grand Est;Bas-Rhin;Wissembourg;Hôpital Stanislas;7 rue Stanislas;;1929/02/26 : classé MH;Façades, toitures, escalier intérieur et cour d'honneur : classement par arrêté du 26 février 1929;;;;;;Stanislas (rue) 7;Anciennement région de : Alsace;PA00085249;mediatheque.patrimoine@culture.gouv.fr;7.94176182369176;49.0360543290139;49.0360543290139,7.94176182369176
Lichtenberg;67;2022-02-21;67265;Grand Est;Bas-Rhin;Lichtenberg;Forteresse;;"2e moitié 14e siècle;16e siècle;17e siècle;18e siècle";1878/05/01 : classé MH;Forteresse : classement par arrêté du 1er mai 1878;;;;Fondateur : Conrad de Lichtenberg. Servait de place forte pendant la guerre de 1870. Dommages de guerre.;;;Anciennement région de : Alsace;PA00084776;mediatheque.patrimoine@culture.gouv.fr;7.48707758493173;48.9211470060801;48.9211470060801,7.48707758493173
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Immeubles;"11 rue Mercière ; 10 place de la Cathédrale";"15e siècle;16e siècle";"1936/08/04 : classé MH ; 1937/01/06 : classé MH ; 2000/02/25 : inscrit MH";Façades, toitures, boutique voûtée et pièce décorée de stuc situées au rez-de-chaussée, pièce du premier étage ornée de peintures murales : classement par arrêté du 4 août 1936 - Escalier de bois : classement par arrêté du 6 janvier 1937 - Immeubles, à l'exception des parties classées (cad. 19 15) : inscription par arrêté du 25 février 2000;;;;Maisons en pan-de-bois remontant à 1467-1469. Le millésime 1567 gravé sur la colonne d'angle du rez-de-chaussée correspond à un agrandissement des niveaux supérieurs. Transformations au 18e siècle. La pharmacie dans la boutique d'angle au rez-de-chaussée perpétue une occupation remontant à 1268. Décor important (stucs figuratifs, plafonds à solives et stuqués, peintures murales).;;"Mercière (rue) 11 ; Cathédrale (place de la) 10";Anciennement région de : Alsace;PA00085144;mediatheque.patrimoine@culture.gouv.fr;7.74976631691111;48.58155204924;48.58155204924,7.74976631691111
Obernai;67;2022-03-28;67348;Grand Est;Bas-Rhin;Obernai;Maison;8, anciennement 9 rue des Pèlerins;;1921/09/03 : classé MH;Façades et toitures : classement par arrêté du 3 septembre 1921;;;;;;Pèlerins (rue des) 8, anciennement 9;Anciennement région de : Alsace;PA00084864;mediatheque.patrimoine@culture.gouv.fr;7.4802381012477;48.4616149239344;48.4616149239344,7.4802381012477
Illkirch-Graffenstaden;67;2022-03-28;67218;Grand Est;Bas-Rhin;Illkirch-Graffenstaden;Ancien château Klinglin;106 route de Lyon;1ère moitié 18e siècle;1970/11/23 : inscrit MH;Façades et toitures de l'orangerie, ainsi que la gille du parc donnant sur la route de Lyon (cad. 5 80/6) : inscription par arrêté du 23 novembre 1970;Pflug Johann-Peter (architecte);;;Château détruit pendant la Révolution.;;Lyon (route de) 106;Anciennement région de : Alsace;PA00084754;mediatheque.patrimoine@culture.gouv.fr;7.71553036270987;48.5324034453491;48.5324034453491,7.71553036270987
Strasbourg;67;2022-02-21;67482;Grand Est;Bas-Rhin;Strasbourg;Tour;9 place de l'Hôpital;"13e siècle;14e siècle;16e siècle";1929/06/25 : inscrit MH;Tour : inscription par arrêté du 25 juin 1929;;;;;;Hôpital (place de l') 9;Anciennement région de : Alsace;PA00085191;mediatheque.patrimoine@culture.gouv.fr;;;
Wissembourg;67;2022-03-28;67544;Grand Est;Bas-Rhin;Wissembourg;Hôtel de ville;place de la République;18e siècle;"1929/06/13 : inscrit MH ; 1932/09/22 : classé MH";"Hôtel de Ville, sauf parties classées : inscription par arrêté du 13 juin 1929 ; Façade et toiture : classement par arrêté du 22 septembre 1932";Massol Joseph (architecte);;;Edifice conçu par l'architecte Joseph Massol, achevé en 1741. Témoignage de l'architecture publique du milieu du 18e siècle. Les menuiseries sont en grande partie d'origine.;;République (place de la);Anciennement région de : Alsace;PA00085251;mediatheque.patrimoine@culture.gouv.fr;7.9445111888828;49.0368896383625;49.0368896383625,7.9445111888828
Dambach-la-Ville;67;2022-07-20;67084;Grand Est;Bas-Rhin;Dambach-la-Ville;Maisons anciennes;16 rue Saint-Sébastien;"15e siècle;16e siècle;17e siècle;18e siècle";1999/12/06 : inscrit MH;Façades et toitures des trois maisons anciennes, y compris la charpente d'origine de la maison d'angle nord-ouest (cad. 18 255) : inscription par arrêté du 6 décembre 1999;;;;Trois bâtiments distincts disposés en équerre subsistent à cette adresse. Le plus ancien, dans l'angle, remonte peut-être aux 15e-16e siècles si l'on en juge par l'aspect archaïque de sa charpente. Lui succède un bâtiment daté de 1624, un peu remanié en 1739. Dans le troisième édifice (18e 19e siècle ? ) , on a retrouvé un emblème de tonnelier complétant celui qui a été encastré sur le porche, daté de 1604.;;Saint-Sébastien (rue) 16;Anciennement région de : Alsace;PA67000029;mediatheque.patrimoine@culture.gouv.fr;7.42273884776496;48.3235930139289;48.3235930139289,7.42273884776496
Westhoffen;67;2022-07-20;67525;Grand Est;Bas-Rhin;Westhoffen;Maison;3 rue du Klingeltor;2e moitié 16e siècle;1931/04/29 : inscrit MH;Portail d'entrée sur cour : inscription par arrêté du 29 avril 1931;;;;;;Klingeltor (rue du) 3;Anciennement région de : Alsace;PA00085232;mediatheque.patrimoine@culture.gouv.fr;7.44138666646145;48.6046853989268;48.6046853989268,7.44138666646145
Sarre-Union;67;2022-07-20;67434;Grand Est;Bas-Rhin;Sarre-Union;Maison;1 rue du Presbytère;2e moitié 16e siècle;1934/04/21 : inscrit MH;Portail d'entrée : inscription par arrêté du 21 avril 1934;;;;;;Presbytère (rue du) 1;Anciennement région de : Alsace;PA00084937;mediatheque.patrimoine@culture.gouv.fr;7.08790745788305;48.9393588590682;48.9393588590682,7.08790745788305
Sarre-Union;67;2022-07-20;67434;Grand Est;Bas-Rhin;Sarre-Union;Maison;16 rue de Verdun;1er quart 18e siècle;1934/04/21 : inscrit MH;Porte sur rue datée de 1707 : inscription par arrêté du 21 avril 1934;;;;;;Verdun (rue de) 16;Anciennement région de : Alsace;PA00084940;mediatheque.patrimoine@culture.gouv.fr;7.07909328218241;48.9375666856294;48.9375666856294,7.07909328218241
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Immeuble;"6 rue des Balayeurs ; 6 place Saint-Nicolas-aux-Ondes";18e siècle;1978/05/09 : inscrit MH;Façades sur rue et toiture (cad. 35 1) : inscription par arrêté du 9 mai 1978;;;;;;"Balayeurs (rue des) 6 ; Saint-Nicolas-aux-Ondes (place) 6";Anciennement région de : Alsace;PA00085083;mediatheque.patrimoine@culture.gouv.fr;7.76172611092527;48.581276041607;48.581276041607,7.76172611092527
Wissembourg;67;2022-07-20;67544;Grand Est;Bas-Rhin;Wissembourg;Ancien doyenné;10 rue du Chapitre;4e quart 18e siècle;1994/08/16 : inscrit MH;"Façades et toiture du bâtiment principal (à l'exclusion de l'adjonction sud) , escalier d'honneur et grand salon central au premier étage ; façades et toiture des deux dépendances côté jardin, y compris la pierre tombale du 18e siècle en remploi ; parc attenant, avec l'escalier d'accès à la promenade-belvédère sur le rempart, et sa clôture (cad. 28 82) : inscription par arrêté du 16 août 1994";;;Hôtel de style néo-classique;La porte dite Schartenportenturm, incluse dans le mur d'enceinte du parc, appartient à l'ancienne enceinte abbatiale du 13e siècle. L'immeuble a servi de sous-préfecture.;;Chapitre (rue du) 10;Anciennement région de : Alsace;PA00132524;mediatheque.patrimoine@culture.gouv.fr;7.94083823844566;49.0369499441842;49.0369499441842,7.94083823844566
Sélestat;67;2022-07-20;67462;Grand Est;Bas-Rhin;Sélestat;Ancien arsenal Saint-Hilaire;2 A rue des Chevaliers;"16e siècle;1er quart 17e siècle;20e siècle";1984/05/30 : inscrit MH;Façades et toitures (cad. 1 203) : inscription par arrêté du 30 mai 1984;;;;;ministère chargé de la défense;Chevaliers (rue des) 2 A;Anciennement région de : Alsace;PA00084976;mediatheque.patrimoine@culture.gouv.fr;7.45461457894852;48.2575474510262;48.2575474510262,7.45461457894852
Reipertswiller;67;2022-07-20;67392;Grand Est;Bas-Rhin;Reipertswiller;Eglise mixte Saint-Jacques-le-Majeur;rue de l'Eglise;"12e siècle;13e siècle;14e siècle;15e siècle";1983/12/30 : classé MH;Eglise mixte Saint-Jacques-le-Majeur (cad. 1 35) : classement par arrêté du 30 décembre 1983;;;;;;Eglise (rue de l');Anciennement région de : Alsace;PA00084900;mediatheque.patrimoine@culture.gouv.fr;7.4634008340124;48.9316751458198;48.9316751458198,7.4634008340124
Ettendorf;67;2022-07-20;67135;Grand Est;Bas-Rhin;Ettendorf;Grande croix de cimetière;;3e quart 18e siècle;1937/07/28 : inscrit MH;Croix de cimetière (Grande) : inscription par arrêté du 28 juillet 1937;;;;;;;Anciennement région de : Alsace;PA00084710;mediatheque.patrimoine@culture.gouv.fr;7.58520376814231;48.8137377951442;48.8137377951442,7.58520376814231
Saint-Nabor;67;2022-07-20;67428;Grand Est;Bas-Rhin;Saint-Nabor;Chapelle Saint-Jacques;;13e siècle;1898/12/06 : classé MH;Chapelle Saint-Jacques (ruines) : classement par arrêté du 6 décembre 1898;;;;Cette chapelle faisait partie de l'abbaye de Hohenbourg.;;;Anciennement commune de : Ottrott. Anciennement région de : Alsace;PA00084923;mediatheque.patrimoine@culture.gouv.fr;7.41613061682656;48.4351886536696;48.4351886536696,7.41613061682656
Dettwiller;67;2022-07-20;67089;Grand Est;Bas-Rhin;Dettwiller;Eglise simultanée Saint-Jacques-le-Majeur;place de l'Eglise;2e moitié 17e siècle;1936/12/16 : inscrit MH;Les monuments funéraires de la famille de Rosen, situés dans le clocher de l'église : inscription par arrêté du 16 décembre 1936;;;;Six monuments.;;Eglise (place de l');Anciennement région de : Alsace;PA00084690;mediatheque.patrimoine@culture.gouv.fr;7.46574298291353;48.7535212718029;48.7535212718029,7.46574298291353
Dieffenbach-au-Val;67;2022-07-20;67092;Grand Est;Bas-Rhin;Dieffenbach-au-Val;Eglise catholique Saint-Laurent;place de l'Eglise;"3e quart 14e siècle;15e siècle;4e quart 17e siècle;4e quart 18e siècle";1986/03/26 : inscrit MH;Eglise sauf le baptistère et le prolongement sud de la sacristie (cad. 1 283) : inscription par arrêté du 26 mars 1986;;;;;;Eglise (place de l');Anciennement région de : Alsace;PA00084692;mediatheque.patrimoine@culture.gouv.fr;7.32795895768316;48.3123276727323;48.3123276727323,7.32795895768316
Knoersheim;67;2022-07-20;67245;Grand Est;Bas-Rhin;Knoersheim;Banc-reposoir napoléonien;C.D. 68;3e quart 19e siècle;1988/05/09 : inscrit MH;Banc-reposoir napoléonien (cad. 2 231) : inscription par arrêté du 9 mai 1988;;;;Ce banc a été commandité par le préfet.;;C.D. 68;Anciennement région de : Alsace;PA00084759;mediatheque.patrimoine@culture.gouv.fr;7.46973610167233;48.6785210349974;48.6785210349974,7.46973610167233
Neuwiller-lès-Saverne;67;2022-07-20;67322;Grand Est;Bas-Rhin;Neuwiller-lès-Saverne;Ancien cimetière juif;"rue d'Ingwiller ; 5 impasse des Cigognes ; rue du Cerf";"2e moitié 13e siècle;14e siècle;15e siècle;16e siècle;17e siècle;18e siècle;19e siècle";1999/02/10 : inscrit MH;Ancien cimetière avec ses stèles et mur d'enceinte urbain attenant gravé d'inscriptions hébraïques (cf. plan annexé au dossier) (cad. 3 242 A et B, 243 A et B, 244 A et B, 246, 266, lieudit Le Bourg, 257 (5, impasse des Cigognes) , 497/256, 260, 262, 492/245, 494/247, lieudit Le Bourg, 267, 268 (rue d'Ingwiller) , 541/232, 542/232 (rue du Cerf) ) : inscription par arrêté du 10 février 1999;;;;Au 13e siècle, construction d'une première enceinte fortifiée. Dès 1321, d'importants travaux dotent Neuwiller d'une double enceinte pourvue d'un fossé. Le cimetière est localisé extra-muros et organisé dans la lice du mur d'enceinte nord-est en sept sections discontinues datables de 1260 à 1870. Sur des moellons du mur d'enceinte, se trouvent des inscriptions en caractères hébraïques, réalisées entre 1260 et 1550 : cela en fait le plus ancien cimetière juif d'Alsace.;;"Ingwiller (rue d') ; Cigognes (impasse des) 5 ; Cerf (rue du)";Anciennement région de : Alsace;PA67000027;mediatheque.patrimoine@culture.gouv.fr;7.40509048960771;48.8258947325804;48.8258947325804,7.40509048960771
Andlau;67;2022-07-20;67010;Grand Est;Bas-Rhin;Andlau;Ancienne résidence abbatiale dite hôpital Stolz-Grimm;cour de l'Abbaye;1ère moitié 18e siècle;1935/04/25 : inscrit MH;Porte d'entrée sur cour et escalier principal : inscription par arrêté du 25 avril 1935;;;;;;Abbaye (cour de l') 12;Anciennement région de : Alsace;PA00084588;mediatheque.patrimoine@culture.gouv.fr;7.41414051421594;48.3877974482278;48.3877974482278,7.41414051421594
Schiltigheim;67;2022-07-20;67447;Grand Est;Bas-Rhin;Schiltigheim;Ancienne grande brasserie de la Patrie Schutzenberger;8 rue de la Patrie;"19e siècle;1ère moitié 20e siècle";2008/01/30 : inscrit MH;Les bâtiments de la salle de brassage (F) et la seconde maison de maître en totalité (K) ainsi que les façades et toitures la chaufferie (A) , de la salle des machines (B) , de la malterie (C) , de la cheminée (D) , de la première maison de maître (E) , de l'atelier de soutirage (G) , de la canetterie (H) , des vestiaires (I) , des bureaux (J) , de l'édicule avec horloge situé dans la cour (L) , de la maison du chef brasseur (M) , de l'atelier de fabrication de limonade (O) , tels qu'ils figurent sur la plan annexé à l'arrêté (cad. 15 35) : inscription par arrêté du 30 janvier 2008;Langeloth Ludwig (architecte);;;Fondée en 1740, la brasserie royale prend le nom de brasserie de la patrie à la Révolution. En 1847, l'importation de la technique de fermentation basse par Louis Schutzenberger conduit au creusement de caves. Ce premier aménagement est suivi, vers 1864, de l'abandon complet du site de production strasbourgeois, transféré à Schiltigheim. Les plus anciens bâtiments conservés sur le site (malterie, chaufferie, salle des machines et première maison de maître) semblent dater de cette époque ou des années immédiatement postérieures. En 1914, la brasserie est agrandie et plusieurs bâtiments sont remaniés sur les plans de Johann Ludwig Langeloth. La brasserie cesse son activité en 2006. Elle possède encore l'ensemble des bâtiments liés à la chaîne de production de la bière, concentrés en bordure ouest du site, et des espaces d'habitation sur le côté est. Son intégrité fonctionnelle et son ancienneté, qui en fait un des derniers exemples représentatifs de la période d'industrialisation des brasseries alsaciennes, en font un témoignage remarquable du patrimoine industriel et technique régional.;;Patrie (rue de la) 8;Anciennement région de : Alsace;PA67000077;mediatheque.patrimoine@culture.gouv.fr;7.74920031054784;48.6025045577194;48.6025045577194,7.74920031054784
Broque (La);67;2022-07-20;67066;Grand Est;Bas-Rhin;La Broque;Ruines du château Salm;;4e quart 12e siècle;1898/12/06 : classé MH;Château (ruines) : classement par arrêté du 6 décembre 1898;;;;Appelé autrefois Salm supérieur, ce château a été détruit dans les années 1675/1690.;;;Anciennement région de : Alsace;PA00084659;mediatheque.patrimoine@culture.gouv.fr;7.14030203059811;48.4531465026146;48.4531465026146,7.14030203059811
Strasbourg;67;2022-07-27;67482;Grand Est;Bas-Rhin;Strasbourg;Eglise protestante Saint-Pierre-le-Jeune;place Saint-Pierre-le-Jeune;"14e siècle;15e siècle;18e siècle";1862 : classé MH;Façade occidentale : inscription par arrêté du 27 février 1925;;;;;;Saint-Pierre-le-Jeune (place);Anciennement région de : Alsace;PA00085030;mediatheque.patrimoine@culture.gouv.fr;;;
Molsheim;67;2021-02-02;67300;Grand Est;Bas-Rhin;Molsheim;Ancienne chartreuse;cour des Chartreux;"17e siècle;18e siècle";1998/12/23 : classé MH;La niche en pierre avec statue de la Vierge encastrée dans la façade : classement par arrêté du 10 octobre 1927;;;;"Les troubles de la Réforme entraînèrent la destruction de la chartreuse de Strasbourg-Koenigshoffen en 1591 ; les moines se réfugient alors à Molsheim, devenue un centre actif de la Contre-Réforme. Ils y édifient une nouvelle chartreuse aux 17e et 18e siècles. On y trouve le cloître et les cellules des moines regroupés autour de l'église (démolie sauf les fondations) , la maison du prieur et les dépendances temporelles (actuel hôpital). Les maisons des chartreux ont été transformées, mais le plan d'ensemble subsiste très clairement.";;Chartreux (cour des);Anciennement région de : Alsace;PA00084796;mediatheque.patrimoine@culture.gouv.fr;7.48969082634174;48.5425365545208;48.5425365545208,7.48969082634174
Neuwiller-lès-Saverne;67;2022-03-28;67322;Grand Est;Bas-Rhin;Neuwiller-lès-Saverne;Ancien hôtel de la Prévôté du Chapître;8 cour du Chapitre;18e siècle;1934/04/21 : inscrit MH;"Bâtiments et sol (cad. 467BI 67) : inscription par arrêté du 31 décembre 1993 ; Mur de clôture, ainsi que les parcelles (sol et sous-sol) 467BI 59 à 62, 64 à 66, 85, 87, 90 : classement par arrêté du 18 juillet 1994";;;;;;Chapitre (cour du) 8;Anciennement région de : Alsace;PA00084823;mediatheque.patrimoine@culture.gouv.fr;7.4042750206885;48.8237011685153;48.8237011685153,7.4042750206885
